Dificulty,Category,Exercise,Visual Example
Beginner,Freeweight,Dumbbell Raise,https://fitnessprogramer.com/wp-content/uploads/2021/04/Dumbbell-Raise.gif
Beginner,Freeweight,Dumbbell Rear Delt Row,https://fitnessprogramer.com/wp-content/uploads/2022/01/Dumbbell-Rear-Delt-Row.gif
Beginner,Freeweight,Dumbbell Rear Lunge,https://fitnessprogramer.com/wp-content/uploads/2021/05/Dumbbell-Rear-Lunge.gif
Beginner,Freeweight,Dumbbell Renegade Row,https://fitnessprogramer.com/wp-content/uploads/2021/01/dumbbell-renegade-row-1.gif
Beginner,Freeweight,Dumbbell Reverse Curl,https://fitnessprogramer.com/wp-content/uploads/2021/04/dumbbell-reverse-curl.gif
Beginner,Freeweight,Dumbbell Reverse Grip 30 Degrees Incline Bench Press,https://fitnessprogramer.com/wp-content/uploads/2022/07/Dumbbell-Reverse-Grip-30-Degrees-Incline-Bench-Press.gif
Beginner,Freeweight,Dumbbell Reverse Lunge,https://fitnessprogramer.com/wp-content/uploads/2022/09/Dumbell-reverse-lunge.gif
Beginner,Freeweight,Dumbbell Romanian Deadlift,https://fitnessprogramer.com/wp-content/uploads/2021/02/Dumbbell-Romanian-Deadlift.gif
Beginner,Freeweight,Dumbbell Row,https://fitnessprogramer.com/wp-content/uploads/2021/02/Dumbbell-Row.gif
Beginner,Freeweight,Dumbbell Scaption,https://fitnessprogramer.com/wp-content/uploads/2021/04/Dumbbell-Scaption.gif
Beginner,Freeweight,Dumbbell Scott Curl,https://fitnessprogramer.com/wp-content/uploads/2021/06/dumbbell-scot-curl.gif
Beginner,Freeweight,Dumbbell Scott Hammer Curl,https://fitnessprogramer.com/wp-content/uploads/2021/08/Dumbbell-Scott-Hammer-Curl.gif
Beginner,Freeweight,Dumbbell Seal Row,https://fitnessprogramer.com/wp-content/uploads/2022/11/Dumbbell-Seal-Row.gif
Beginner,Freeweight,Dumbbell Seated Alternate Front Raise,https://fitnessprogramer.com/wp-content/uploads/2022/06/Dumbbell-Seated-Alternate-Front-Raises.gif
Beginner,Freeweight,Dumbbell Seated Bent Over Rear Delt Row,https://fitnessprogramer.com/wp-content/uploads/2021/09/Dumbbell-Seated-Bent-Over-Rear-Delt-Row.gif
Beginner,Freeweight,Dumbbell Seated Cuban Press,https://fitnessprogramer.com/wp-content/uploads/2022/02/Dumbbell-Seated-Cuban-Press.gif
Beginner,Freeweight,Dumbbell Seated Front and Back Tate Press,https://fitnessprogramer.com/wp-content/uploads/2021/09/Dumbbell-Seated-Front-and-Back-Tate-Press.gif
Beginner,Freeweight,Dumbbell Seated Neutral Wrist Curl,https://fitnessprogramer.com/wp-content/uploads/2021/06/Dumbbell-Seated-Neutral-Wrist-Curl.gif
Beginner,Freeweight,Dumbbell Shoulder Press,https://fitnessprogramer.com/wp-content/uploads/2021/02/Dumbbell-Shoulder-Press.gif
Beginner,Freeweight,Dumbbell Shrug,https://fitnessprogramer.com/wp-content/uploads/2021/04/Dumbbell-Shrug.gif
Beginner,Freeweight,Dumbbell Side Bend,https://fitnessprogramer.com/wp-content/uploads/2021/05/Dumbbell-Side-Bend.gif
Beginner,Freeweight,Dumbbell Side Lying Rear Delt Raise,https://fitnessprogramer.com/wp-content/uploads/2021/09/Dumbbell-Side-Lying-Rear-Delt-Raise.gif
Beginner,Freeweight,Dumbbell Single Arm Lateral Raise,https://fitnessprogramer.com/wp-content/uploads/2022/06/Dumbbell-Single-Arm-Lateral-Raise.gif
Beginner,Freeweight,Dumbbell Single Leg Deadlift,https://fitnessprogramer.com/wp-content/uploads/2022/09/Dumbbell-Single-Leg-Deadlift.gif
Beginner,Freeweight,Dumbbell Skull Crusher,https://fitnessprogramer.com/wp-content/uploads/2021/06/Dumbbell-Skull-Crusher.gif
Beginner,Freeweight,Dumbbell Split Jump,https://fitnessprogramer.com/wp-content/uploads/2022/04/Dumbbell-Split-Jump.gif
Beginner,Freeweight,Dumbbell Squat,https://fitnessprogramer.com/wp-content/uploads/2023/09/Dumbbell-Squat.gif
Beginner,Freeweight,Dumbbell Standing Palms In Press,https://fitnessprogramer.com/wp-content/uploads/2021/09/Dumbbell-Standing-Palms-In-Press.gif
Beginner,Freeweight,Dumbbell Step-Up,https://fitnessprogramer.com/wp-content/uploads/2021/12/Dumbeel-Step-Up.gif
Beginner,Freeweight,Dumbbell Straight Arm Pullover (knees at 90 degrees),https://fitnessprogramer.com/wp-content/uploads/2022/11/Dumbbell-Straight-Arm-Pullover-knees-at-90-degrees.gif
Beginner,Freeweight,Dumbbell Straight Leg Deadlift,https://fitnessprogramer.com/wp-content/uploads/2021/04/Dumbbell-Straight-Leg-Deadlift.gif
Beginner,Freeweight,Dumbbell Sumo Deadlift,https://fitnessprogramer.com/wp-content/uploads/2023/09/dumbbell-sumo-deadlift.gif
Beginner,Freeweight,Dumbbell Sumo Squat,https://fitnessprogramer.com/wp-content/uploads/2021/02/dumbbell-sumo-squat.gif
Beginner,Freeweight,Dumbbell Tate Press,https://fitnessprogramer.com/wp-content/uploads/2022/02/Dumbbell-Tate-Press.gif
Beginner,Freeweight,Dumbbell Triceps Extension,https://fitnessprogramer.com/wp-content/uploads/2021/02/Dumbbell-Triceps-Extension.gif
Beginner,Freeweight,Dumbbell Upright Row,https://fitnessprogramer.com/wp-content/uploads/2021/04/Dumbbell-Upright-Row.gif
Beginner,Freeweight,Dumbbell Upward Fly,https://fitnessprogramer.com/wp-content/uploads/2021/10/Dumbbell-Upward-Fly.gif
Beginner,Freeweight,Dumbbell V-up,https://fitnessprogramer.com/wp-content/uploads/2021/10/Dumbbell-V-up.gif
Beginner,Freeweight,Dumbbell W Press,https://fitnessprogramer.com/wp-content/uploads/2021/04/Dumbbell-W-Press.gif
Beginner,Freeweight,Dumbbell Walking Lunge,https://fitnessprogramer.com/wp-content/uploads/2023/09/dumbbell-lunges.gif
Beginner,Freeweight,Dumbbell Windmill,https://fitnessprogramer.com/wp-content/uploads/2022/07/Dumbbell-Windmill.gif
Beginner,Freeweight,Dumbbell Wrist Curl,https://fitnessprogramer.com/wp-content/uploads/2021/06/Dumbbell-Wrist-Curl.gif
Beginner,Freeweight,Dumbbell Z Press,https://fitnessprogramer.com/wp-content/uploads/2022/12/Dumbbell-Z-Press.gif
Beginner,Stretch,Dynamic Chest Stretch,https://fitnessprogramer.com/wp-content/uploads/2021/06/Dynamic-Chest-Stretch.gif
Beginner,Yoga,Eka Pada Setu Bandha Sarvangasana,https://fitnessprogramer.com/wp-content/uploads/2022/05/Eka-Pada-Setu-Bandha-Sarvangasana.gif
Beginner,Bodyweight,Elbow Flexion,https://fitnessprogramer.com/wp-content/uploads/2023/06/elbow-flexion.gif
Beginner,Bodyweight,Elbow Reverse Push-Up,https://fitnessprogramer.com/wp-content/uploads/2021/08/Elbow-Reverse-Push-Up.gif
Beginner,Bodyweight,Elbow To Knee Twists,https://fitnessprogramer.com/wp-content/uploads/2021/09/Elbow-To-Knee-Twists.gif
Beginner,Machine,Elliptical Machine,https://fitnessprogramer.com/wp-content/uploads/2021/10/Elliptical-Machine.gif
Beginner,Bodyweight,Exercise Ball Frog Crunch,https://fitnessprogramer.com/wp-content/uploads/2021/08/Exercise-Ball-Frog-Crunch.gif
Beginner,Freeweight,Exercise Ball Triceps Extension,https://fitnessprogramer.com/wp-content/uploads/2021/08/Exercise-Ball-Supine-Triceps-Extension.gif
Beginner,Freeweight,Exercise Ball Wall Squat,https://fitnessprogramer.com/wp-content/uploads/2021/08/Exercise-Ball-Wall-Squat.gif
Beginner,Freeweight,EZ Bar Lying Close Grip Triceps Extension Behind Head,https://fitnessprogramer.com/wp-content/uploads/2022/02/EZ-Bar-Lying-Close-Grip-Triceps-Extension-Behind-Head.gif
Beginner,Freeweight,EZ Bar Preacher Curl,https://fitnessprogramer.com/wp-content/uploads/2021/02/Z-Bar-Preacher-Curl.gif
Beginner,Freeweight,EZ Bar Underhand Press,https://fitnessprogramer.com/wp-content/uploads/2021/06/EZ-Bar-Underhand-Press.gif
Beginner,Freeweight,Ez Bar Upright Row,https://fitnessprogramer.com/wp-content/uploads/2021/02/Barbell-Upright-Row.gif
Beginner,Freeweight,EZ-Bar Bent Arm Pullover,https://fitnessprogramer.com/wp-content/uploads/2022/02/EZ-Bar-Bent-Arm-Pullover.gif
Beginner,Freeweight,Ez-Bar Incline Front Raise,https://fitnessprogramer.com/wp-content/uploads/2021/09/Incline-Front-Raise.gif
Beginner,Machine,Face Pull,https://fitnessprogramer.com/wp-content/uploads/2021/02/Face-Pull.gif
Beginner,Freeweight,Face Pull With Resistance Band,https://fitnessprogramer.com/wp-content/uploads/2022/05/Face-pull.gif
Beginner,Freeweight,Farmer's Walk,https://fitnessprogramer.com/wp-content/uploads/2022/02/Farmers-walk_Cardio.gif
Beginner,Bodyweight,Fast Feet Run,https://fitnessprogramer.com/wp-content/uploads/2021/09/Fast-Feet-Run.gif
Advanced,Bodyweight,Finger Push-up,https://fitnessprogramer.com/wp-content/uploads/2022/07/Finger-Push-up.gif
Beginner,Bodyweight,Fire Hydrant,https://fitnessprogramer.com/wp-content/uploads/2021/02/Fire-Hydrant.gif
Beginner,Yoga,Fish Pose,https://fitnessprogramer.com/wp-content/uploads/2022/02/Fish-Pose-Matsyasana.gif
Beginner,Bodyweight,Flat Bench Hyperextension,https://fitnessprogramer.com/wp-content/uploads/2021/04/Flat-Bench-Hyperextension.gif
Beginner,Freeweight,Flexor Incline Dumbbell Curls,https://fitnessprogramer.com/wp-content/uploads/2022/02/Flexor-Incline-Dumbbell-Curls.gif
Beginner,Bodyweight,Floor Crunch,https://fitnessprogramer.com/wp-content/uploads/2021/05/Floor-Crunch.gif
Beginner,Bodyweight,Floor Hyperextension,https://fitnessprogramer.com/wp-content/uploads/2021/04/Floor-Hyperextension-1.gif
Beginner,Bodyweight,Flutter Kick,https://fitnessprogramer.com/wp-content/uploads/2021/02/Flutter-Kicks.gif
Beginner,Stretch,Foam Roller Back Stretch,https://fitnessprogramer.com/wp-content/uploads/2022/02/Roll-Upper-Back.gif
Beginner,Stretch,Foam Roller Calves,https://fitnessprogramer.com/wp-content/uploads/2022/02/Foam-Roller-Calves.gif
Beginner,Stretch,Foam Roller Chest Stretch,https://fitnessprogramer.com/wp-content/uploads/2022/02/Foam-Roller-Chest-Stretch.gif
Beginner,Stretch,Foam Roller Front Shoulder and Chest,https://fitnessprogramer.com/wp-content/uploads/2022/02/Roll-Front-Shoulder-and-Chest-Lying-on-Floor.gif
Beginner,Stretch,Foam Roller Glutes,https://fitnessprogramer.com/wp-content/uploads/2022/02/Foam-Roller-Glutes.gif
Beginner,Stretch,Foam Roller Hamstrings,https://fitnessprogramer.com/wp-content/uploads/2022/02/Foam-Roller-Hamstrings.gif
Beginner,Stretch,Foam Roller Inner Thigh Adductor Stretch,https://fitnessprogramer.com/wp-content/uploads/2022/02/Foam-Roller-Inner-Thigh-Adductor-Stretch.gif
Beginner,Stretch,Foam Roller IT (iliotibial Band) Stretch,https://fitnessprogramer.com/wp-content/uploads/2022/02/Foam-Roller-IT-iliotibial-Band-Stretch.gif
Beginner,Stretch,Foam Roller Lat Stretch,https://fitnessprogramer.com/wp-content/uploads/2022/02/Foam-Roller-Lat-Stretch.gif
Beginner,Stretch,Foam Roller Plantar Fasciitis,https://fitnessprogramer.com/wp-content/uploads/2022/02/Foam-Roller-Plantar-Fasciitis.gif
Beginner,Stretch,Foam Roller Posterior Shoulder,https://fitnessprogramer.com/wp-content/uploads/2022/02/Foam-Roller-Posterior-Shoulder.gif
Beginner,Stretch,Foam Roller Quads,https://fitnessprogramer.com/wp-content/uploads/2022/02/Foam-Roller-Quads.gif
Beginner,Stretch,Foam Roller Rhomboids,https://fitnessprogramer.com/wp-content/uploads/2022/02/Roll-Rhomboids.gif
Beginner,Stretch,Foam Roller Upper Back,https://fitnessprogramer.com/wp-content/uploads/2022/02/Foam-Roller-Upper-Back.gif
Beginner,Bodyweight,Foot and Ankle Rotation,https://fitnessprogramer.com/wp-content/uploads/2022/02/Feet-and-Ankle-Rotation.gif
Beginner,Stretch,Foot and Ankles Stretches,https://fitnessprogramer.com/wp-content/uploads/2022/02/Foot-and-Ankles-Stretches.gif
Advanced,Bodyweight,Forearm Push-up,https://fitnessprogramer.com/wp-content/uploads/2022/02/Forearm-Push-up.gif
Beginner,Bodyweight,Frog Crunch,https://fitnessprogramer.com/wp-content/uploads/2021/06/frog-crunch.gif
Beginner,Yoga,Frog Pose,https://fitnessprogramer.com/wp-content/uploads/2022/12/Frog-Pose-mandukasana.gif
Beginner,Bodyweight,Frog Pump,https://fitnessprogramer.com/wp-content/uploads/2022/10/Frog-Pump.gif
Beginner,Bodyweight,Frog Reverse Hyperextension,https://fitnessprogramer.com/wp-content/uploads/2021/09/Reverse-Hyperextensions.gif
Beginner,Bodyweight,Frog Stand,https://fitnessprogramer.com/wp-content/uploads/2023/06/Frog-Stand.gif
Beginner,Stretch,Front and Back Neck Stretch,https://fitnessprogramer.com/wp-content/uploads/2021/06/Front-and-Back-Neck-Stretch.gif
Advanced,Bodyweight,Front Lever Pull-up,https://fitnessprogramer.com/wp-content/uploads/2023/06/Front-Lever-Pull-up.gif
Beginner,Bodyweight,Front Plank With Arm And Leg Lift,https://fitnessprogramer.com/wp-content/uploads/2021/08/Front-Plank-With-Arm-And-Leg-Lift.gif
Beginner,Bodyweight,Front Plank with Arm Lift,https://fitnessprogramer.com/wp-content/uploads/2021/06/Front-Plank-with-Arm-Lift.gif
Beginner,Stretch,Front Rack PVC Stretch,https://fitnessprogramer.com/wp-content/uploads/2023/06/PVC-Front-Rack-Stretch.gif
Beginner,Bodyweight,Front to Side Plank,https://fitnessprogramer.com/wp-content/uploads/2021/05/Front-to-Side-Plank.gif
Beginner,Yoga,Full Lotus Pose,https://fitnessprogramer.com/wp-content/uploads/2022/05/Full-Lotus-Pose.png
Beginner,Bodyweight,Full Planche,https://fitnessprogramer.com/wp-content/uploads/2025/04/Full-Planche.gif
Elite,Bodyweight,Full Planche Push-Up,https://fitnessprogramer.com/wp-content/uploads/2022/07/Planche-Push-Up.gif
Beginner,Machine,Full Range Of Motion Lat Pulldown,https://fitnessprogramer.com/wp-content/uploads/2022/04/Full-Range-Of-Motion-Lat-Pulldown.gif
Beginner,Yoga,Garudasana | Eagle Pose,https://fitnessprogramer.com/wp-content/uploads/2022/05/The-Eagle-Yoga-Pose.gif
Beginner,Freeweight,Gittleson Shrug,https://fitnessprogramer.com/wp-content/uploads/2022/01/Dumbbell-Seated-Gittleson-Shrug.gif
Beginner,Bodyweight,Glute Bridge,https://fitnessprogramer.com/wp-content/uploads/2021/02/Glute-Bridge-.gif
Beginner,Bodyweight,Glute Bridge on Bench,https://fitnessprogramer.com/wp-content/uploads/2022/02/Glute-Bridge-on-Bench.gif
Beginner,Bodyweight,Glute Bridge One Leg on Bench,https://fitnessprogramer.com/wp-content/uploads/2022/02/Glute-Bridge-One-Leg-on-Bench.gif
Advanced,Bodyweight,Glute Ham Raise,https://fitnessprogramer.com/wp-content/uploads/2023/07/Glute-Ham-Raise.gif
Beginner,Machine,Glute Kickback Machine,https://fitnessprogramer.com/wp-content/uploads/2021/06/Glute-Kickback-Machine.gif
Beginner,Freeweight,Good Morning With Resistance Band,https://fitnessprogramer.com/wp-content/uploads/2022/07/Good-Morning-With-Resistance-Band.gif
Beginner,Machine,Hack Machine One-Leg Calf Raise,https://fitnessprogramer.com/wp-content/uploads/2021/09/Hack-Machine-One-Leg-Calf-Raise.gif
Beginner,Machine,Hack Squat Calf Raise,https://fitnessprogramer.com/wp-content/uploads/2021/05/Hack-Squat-Calf-Raise.gif
Beginner,Machine,Hack Squats Machine,https://fitnessprogramer.com/wp-content/uploads/2021/02/Sled-Hack-Squat.gif
Beginner,Yoga,Halasana | Plow Pose,https://fitnessprogramer.com/wp-content/uploads/2022/05/Plow-Yoga-Pose.png
Beginner,Freeweight,Half Arnold Press,https://fitnessprogramer.com/wp-content/uploads/2021/10/Half-Arnold-Press.gif
Beginner,Bodyweight,Half Cross Crunch,https://fitnessprogramer.com/wp-content/uploads/2022/07/Half-Cross-Crunch.gif
Beginner,Yoga,Half Frog Pose,https://fitnessprogramer.com/wp-content/uploads/2022/12/Half-Frog-Pose-ardha-bhekasana.gif
Beginner,Machine,Half Kneeling Cable External Rotation,https://fitnessprogramer.com/wp-content/uploads/2021/10/Half-Kneeling-Cable-External-Rotation.gif
Beginner,Machine,Half Kneeling High Cable Row Rope,https://fitnessprogramer.com/wp-content/uploads/2021/04/Half-Kneeling-High-Cable-Row-Rope.gif
Beginner,Stretch,Half Kneeling Hip Flexor Stretch,https://fitnessprogramer.com/wp-content/uploads/2021/02/Kneeling-Hip-Flexor-Stretch-1.png
Beginner,Machine,Half Kneeling Lat Pulldown,https://fitnessprogramer.com/wp-content/uploads/2021/06/Half-Kneeling-Lat-Pulldown.gif
Beginner,Bodyweight,Half Wipers,https://fitnessprogramer.com/wp-content/uploads/2021/02/Half-Wipers.gif
Beginner,Freeweight,Hammer Curl,https://fitnessprogramer.com/wp-content/uploads/2021/02/Hammer-Curl.gif
Beginner,Freeweight,Hammer Curl with Resistance Band,https://fitnessprogramer.com/wp-content/uploads/2022/07/Hammer-Curl-with-Resistance-Band.gif
Beginner,Freeweight,Hammer Press,https://fitnessprogramer.com/wp-content/uploads/2021/02/Hammer-Press.gif
Beginner,Freeweight,Hand Gripper,https://fitnessprogramer.com/wp-content/uploads/2022/01/Hand-Gripper.gif
Beginner,Machine,Hands Bike,https://fitnessprogramer.com/wp-content/uploads/2022/02/Hands-Bike.gif
Beginner,Bodyweight,Hands In Air Dead Bug,https://fitnessprogramer.com/wp-content/uploads/2021/02/Dead-Bug.gif
Intermediate,Bodyweight,Handstand,https://fitnessprogramer.com/wp-content/uploads/2021/02/handstand-holds.gif
Elite,Bodyweight,Handstand Push-Up,https://fitnessprogramer.com/wp-content/uploads/2021/06/handstand-push-up.gif
Elite,Bodyweight,Handstand Push-ups Between Benches,https://fitnessprogramer.com/wp-content/uploads/2023/07/Handstand-Push-ups-Between-Benches.gif
Advanced,Bodyweight,Handstand Walk,https://fitnessprogramer.com/wp-content/uploads/2022/12/handstand-walk.gif
Beginner,Bodyweight,Hanging Knee Raises,https://fitnessprogramer.com/wp-content/uploads/2021/02/Hanging-Knee-Raises.gif
Beginner,Bodyweight,Hanging Leg Raises,https://fitnessprogramer.com/wp-content/uploads/2021/08/Hanging-Leg-Raises.gif
Beginner,Bodyweight,Hanging Side Knee Raises,https://fitnessprogramer.com/wp-content/uploads/2022/10/Hanging-Side-Knee-Raises.gif
Beginner,Bodyweight,Hanging Windshield Wiper,https://fitnessprogramer.com/wp-content/uploads/2022/01/Hanging-Windshield-Wiper.gif
Beginner,Yoga,Happy Baby Pose,https://fitnessprogramer.com/wp-content/uploads/2022/12/Happy-Baby-Pose.gif
Beginner,Bodyweight,Hawaiian Squat,https://fitnessprogramer.com/wp-content/uploads/2021/05/Hawaiian-Squat-exercise.gif
Intermediate,Barbell,Heaving Snatch Balance,https://fitnessprogramer.com/wp-content/uploads/2022/02/Barbell-Heaving-Snatch-Balance.gif
Beginner,Bodyweight,Heel Touch,https://fitnessprogramer.com/wp-content/uploads/2021/02/Heel-Touch.gif
Beginner,Bodyweight,Heel Touch Side Kick Squat,https://fitnessprogramer.com/wp-content/uploads/2022/12/Heel-Touch-Side-Kick-Squat.gif
Beginner,Bodyweight,Hell Slide,https://fitnessprogramer.com/wp-content/uploads/2022/08/Hell-Slide.gif
Beginner,Machine,High Cable Crossover,https://fitnessprogramer.com/wp-content/uploads/2021/02/High-Cable-Crossover.gif
Beginner,Machine,High Cable Single Arm Bicep Curl,https://fitnessprogramer.com/wp-content/uploads/2021/04/High-Cable-Single-Arm-Bicep-Curl.gif
Beginner,Freeweight,High Chest Fly With Resistance Band,https://fitnessprogramer.com/wp-content/uploads/2022/05/High-Chest-Fly-With-Resistance-Band.gif
Beginner,Bodyweight,High Knee Lunge on Bosu Ball,https://fitnessprogramer.com/wp-content/uploads/2023/09/High-Knee-Lunge-on-Bosu-Ball.gif
Beginner,Bodyweight,High Knee Run,https://fitnessprogramer.com/wp-content/uploads/2021/08/High-Knee-Run.gif
Beginner,Bodyweight,High Knee Skips,https://fitnessprogramer.com/wp-content/uploads/2021/02/High-Knee-Skips_Cardio.gif
Beginner,Bodyweight,High Knee Squat,https://fitnessprogramer.com/wp-content/uploads/2021/11/High-Knee-Squat.gif
Beginner,Bodyweight,High Knees Against Wall,https://fitnessprogramer.com/wp-content/uploads/2021/09/High-Knees-against-wall.gif
Beginner,Bodyweight,High Knees Lift Run,https://fitnessprogramer.com/wp-content/uploads/2021/09/Run-in-Place.gif
Beginner,Machine,High Pulley Overhead Tricep Extension,https://fitnessprogramer.com/wp-content/uploads/2021/06/High-Pulley-Overhead-Tricep-Extension.gif
Intermediate,Bodyweight,Hindu Push-ups,https://fitnessprogramer.com/wp-content/uploads/2021/02/Pike-to-Cobra.gif
Beginner,Machine,Hip Abduction Machine,https://fitnessprogramer.com/wp-content/uploads/2021/02/HiP-ABDUCTION-MACHINE.gif
Beginner,Machine,Hip Adduction Machine,https://fitnessprogramer.com/wp-content/uploads/2021/02/HIP-ADDUCTION-MACHINE.gif
Beginner,Stretch,Hip Circles,https://fitnessprogramer.com/wp-content/uploads/2022/06/Hip-Circles-Stretch.gif
Beginner,Bodyweight,Hip Extension On Bench,https://fitnessprogramer.com/wp-content/uploads/2022/02/Hip-Extension-On-Bench.gif
Beginner,Machine,Hip Thrust Machine,https://fitnessprogramer.com/wp-content/uploads/2022/02/Hip-Thrust-Machine.gif
Beginner,Machine,Hip Thrust on The Leg Extension Machine,https://fitnessprogramer.com/wp-content/uploads/2022/02/Hip-Thrust-on-The-Leg-Extension-Machine.gif
Beginner,Bodyweight,Hollow Hold,https://fitnessprogramer.com/wp-content/uploads/2021/02/HollowHold.png
Beginner,Machine,Horizontal Leg Press,https://fitnessprogramer.com/wp-content/uploads/2021/08/Lever-Horizontal-Leg-Press.gif
Elite,Bodyweight,Human Flag,https://fitnessprogramer.com/wp-content/uploads/2022/02/Human-Flag.gif
Beginner,Yoga,Humble Warrior Pose,https://fitnessprogramer.com/wp-content/uploads/2023/01/Humble-Warrior-Pose.gif
Beginner,Bodyweight,Hyperextension,https://fitnessprogramer.com/wp-content/uploads/2021/02/hyperextension.gif
Beginner,Bodyweight,Impossible Dips,https://fitnessprogramer.com/wp-content/uploads/2022/01/Impossible-Dips.gif
Beginner,Bodyweight,Inchworm,https://fitnessprogramer.com/wp-content/uploads/2022/01/Inchworm.gif
Intermediate,Barbell,Incline Barbell Bench Press,https://fitnessprogramer.com/wp-content/uploads/2021/02/Incline-Barbell-Bench-Press.gif
Intermediate,Barbell,Incline Barbell Row,https://fitnessprogramer.com/wp-content/uploads/2021/06/Incline-Barbell-Row.gif
Beginner,Machine,İncline Cable Fly,https://fitnessprogramer.com/wp-content/uploads/2021/02/Incline-Cable-Fly.gif
Beginner,Machine,Incline Cable Row,https://fitnessprogramer.com/wp-content/uploads/2021/09/Incline-Cable-Row.gif
Beginner,Machine,Incline Chest Fly Machine,https://fitnessprogramer.com/wp-content/uploads/2023/06/Incline-Chest-Fly-Machine.gif
Beginner,Machine,Incline Chest Press Machine,https://fitnessprogramer.com/wp-content/uploads/2021/02/Incline-Chest-Press-Machine.gif
Intermediate,Barbell,Incline Close-Grip Bench Press,https://fitnessprogramer.com/wp-content/uploads/2022/04/Incline-Close-Grip-Bench-Press.gif
Beginner,Freeweight,Incline Dumbbell Fly,https://fitnessprogramer.com/wp-content/uploads/2021/02/Incline-dumbbell-Fly.gif
Beginner,Freeweight,Incline Dumbbell Hammer Press,https://fitnessprogramer.com/wp-content/uploads/2021/06/Incline-Dumbbel-Hammer-Press.gif
Beginner,Freeweight,Incline Dumbbell Hammer Row,https://fitnessprogramer.com/wp-content/uploads/2022/02/Incline-Dumbbell-Hammer-Row.gif
Beginner,Freeweight,Incline Dumbbell Press,https://fitnessprogramer.com/wp-content/uploads/2021/02/Incline-Dumbbell-Press.gif
Beginner,Freeweight,Incline Dumbbell Reverse Fly,https://fitnessprogramer.com/wp-content/uploads/2021/02/Dumbbell-Reverse-Fly.gif
Beginner,Freeweight,Incline Dumbbell Side Lateral Raise,https://fitnessprogramer.com/wp-content/uploads/2021/06/Incline-Dumbbell-Side-Lateral-Raise.gif
Beginner,Freeweight,Incline Dumbbell Y-Raise,https://fitnessprogramer.com/wp-content/uploads/2021/10/Incline-Dumbbell-Y-Raise.gif
Beginner,Freeweight,Incline EZ-Bar Triceps Extension,https://fitnessprogramer.com/wp-content/uploads/2021/08/EZ-Barbell-Incline-Triceps-Extension.gif
Intermediate,Barbell,Incline Landmine Press,https://fitnessprogramer.com/wp-content/uploads/2022/07/Incline-Landmine-Press.gif
Beginner,Bodyweight,Incline Leg Hip Raise,https://fitnessprogramer.com/wp-content/uploads/2021/05/Incline-Leg-Hip-Raise.gif
Beginner,Bodyweight,Incline Push-up,https://fitnessprogramer.com/wp-content/uploads/2021/06/Incline-Push-Up.gif
Beginner,Freeweight,Incline Reverse Grip Dumbbell Row,https://fitnessprogramer.com/wp-content/uploads/2021/06/Incline-Reverse-Grip-Dumbbell-Row.gif
Beginner,Machine,Incline Treadmill,https://fitnessprogramer.com/wp-content/uploads/2021/06/Incline-Treadmill.gif
Beginner,Machine,Indoor Cycling,https://fitnessprogramer.com/wp-content/uploads/2021/06/Bike.gif
Beginner,Machine,Indoor Cycling,https://fitnessprogramer.com/wp-content/uploads/2022/02/Stationary-Bike-Run.gif
Beginner,Machine,Inner Chest Press Machine,https://fitnessprogramer.com/wp-content/uploads/2021/06/Inner-Chest-Press-Machine.gif
Beginner,Stretch,Inner Thigh Side Stretch,https://fitnessprogramer.com/wp-content/uploads/2021/02/INNER-THIGH-SIDE-STRETCH.gif
Beginner,Bodyweight,Inverted Row,https://fitnessprogramer.com/wp-content/uploads/2021/06/Inverted-Row.gif
Beginner,Bodyweight,Isometric Pull-Up,https://fitnessprogramer.com/wp-content/uploads/2022/08/Isometric-Pull-Up.gif
Intermediate,Bodyweight,Jack Burpees,https://fitnessprogramer.com/wp-content/uploads/2021/10/Jack-Burpees.gif
Intermediate,Bodyweight,Jackknife Sit-ups (V-Up),https://fitnessprogramer.com/wp-content/uploads/2021/02/Jackknife-Sit-ups.gif
Intermediate,Barbell,Jefferson Squat,https://fitnessprogramer.com/wp-content/uploads/2022/10/jefferson-squat.gif
Beginner,Bodyweight,Jump Rope,https://fitnessprogramer.com/wp-content/uploads/2023/10/Skip-Jump-Rope.gif
Beginner,Bodyweight,Jump Squats,https://fitnessprogramer.com/wp-content/uploads/2021/02/Jump-Squat.gif
Beginner,Bodyweight,Jumping jack,https://fitnessprogramer.com/wp-content/uploads/2021/05/Jumping-jack.gif
Beginner,Bodyweight,Jumping Pull-up,https://fitnessprogramer.com/wp-content/uploads/2022/01/jumping-pull-up.gif
Beginner,Freeweight,Kettlebell Bent Over Row,https://fitnessprogramer.com/wp-content/uploads/2021/06/Kettlebell-Bent-Over-Row.gif
Beginner,Freeweight,Kettlebell Chest Press on the Floor,https://fitnessprogramer.com/wp-content/uploads/2022/10/Kettlebell-Chest-Press-on-the-Floor.gif
Beginner,Freeweight,Kettlebell Clean and Jerk,https://fitnessprogramer.com/wp-content/uploads/2021/06/Kettlebell-Clean-and-Jerk.gif
Beginner,Freeweight,Kettlebell Clean and Press,https://fitnessprogramer.com/wp-content/uploads/2023/06/Kettlebell-Clean-and-Press.gif
Beginner,Freeweight,Kettlebell Deadlift,https://fitnessprogramer.com/wp-content/uploads/2021/06/kettlebell-deadlift.gif
